EmployeeNumber,DepartmentID,SatisfactionID,Attrition,AttritionFlag,OverTime,OvertimeRisk,YearsAtCompany,TenureCategory,TotalWorkingYears,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,NumCompaniesWorked,TrainingTimesLastYear,PerformanceRating,BusinessTravel,JobLevel,JobInvolvement,AttritionRiskScore,RetentionSegment
947,1,29,No,0,No,Low Risk,9,Long Tenure,9,8,0,0,1,2,3,Non-Travel,2,3,0,Safe
949,2,12,No,0,No,Low Risk,6,Mid Tenure,8,2,0,1,2,6,3,Travel_Rarely,1,3,0,Safe
950,8,121,No,0,No,Low Risk,15,Long Tenure,15,12,5,11,1,3,3,Travel_Rarely,3,3,1,Safe
951,3,78,No,0,No,Low Risk,3,Mid Tenure,5,0,0,2,6,3,4,Non-Travel,1,2,2,Safe
952,7,78,Yes,1,Yes,High Risk,1,New Employee,1,0,0,0,1,2,3,Travel_Rarely,1,2,6,At Risk
954,1,181,No,0,No,Low Risk,1,New Employee,11,0,0,0,2,2,3,Travel_Rarely,3,2,3,Safe
956,1,19,No,0,No,Low Risk,7,Mid Tenure,7,7,0,7,1,2,3,Travel_Frequently,2,2,3,Safe
957,3,105,No,0,Yes,High Risk,18,Long Tenure,20,13,2,17,2,3,3,Travel_Rarely,1,3,3,Safe
958,3,83,No,0,No,Low Risk,11,Long Tenure,16,8,3,9,4,6,4,Travel_Rarely,1,3,2,Safe
959,7,156,Yes,1,Yes,High Risk,1,New Employee,1,0,0,0,1,3,3,Travel_Rarely,1,2,6,At Risk
960,3,174,Yes,1,No,Low Risk,1,New Employee,1,0,0,0,1,2,3,Travel_Rarely,1,3,6,At Risk
961,5,182,No,0,Yes,High Risk,9,Long Tenure,10,7,8,5,0,2,3,Travel_Rarely,2,3,4,At Risk
964,2,103,No,0,Yes,High Risk,1,New Employee,3,1,0,0,8,2,3,Travel_Frequently,1,3,3,Safe
966,4,183,No,0,No,Low Risk,8,Long Tenure,8,7,6,3,1,2,3,Travel_Rarely,2,3,1,Safe
967,1,63,Yes,1,Yes,High Risk,16,Long Tenure,16,7,3,7,1,6,3,Travel_Rarely,3,2,3,Safe
969,5,114,No,0,No,Low Risk,5,Mid Tenure,6,0,1,4,0,3,3,Travel_Rarely,2,2,0,Safe
970,1,124,Yes,1,No,Low Risk,14,Long Tenure,17,1,11,7,5,2,3,Travel_Rarely,3,2,1,Safe
972,3,66,No,0,No,Low Risk,9,Long Tenure,9,7,0,8,1,5,3,Non-Travel,2,3,0,Safe
974,7,127,No,0,No,Low Risk,3,Mid Tenure,3,1,0,2,1,5,3,Travel_Frequently,1,3,2,Safe
975,1,13,No,0,No,Low Risk,5,Mid Tenure,5,2,1,0,1,3,3,Travel_Rarely,2,3,0,Safe
976,9,16,No,0,No,Low Risk,9,Long Tenure,26,8,7,8,2,2,3,Travel_Rarely,4,3,1,Safe
977,2,26,Yes,1,No,Low Risk,1,New Employee,7,0,0,0,4,4,4,Travel_Rarely,1,3,2,Safe
981,6,144,No,0,No,Low Risk,17,Long Tenure,22,13,15,2,6,3,3,Travel_Rarely,4,3,1,Safe
982,1,118,No,0,No,Low Risk,8,Long Tenure,10,4,7,7,5,2,3,Travel_Rarely,3,3,1,Safe
983,1,127,No,0,Yes,High Risk,5,Mid Tenure,6,3,1,3,1,1,3,Non-Travel,2,3,3,Safe
984,1,62,No,0,No,Low Risk,10,Long Tenure,12,9,0,8,6,2,3,Travel_Rarely,3,3,0,Safe
985,1,41,No,0,No,Low Risk,8,Long Tenure,9,7,0,7,0,3,3,Travel_Rarely,3,4,0,Safe
986,1,104,Yes,1,Yes,High Risk,1,New Employee,22,0,0,0,4,2,3,Non-Travel,4,4,3,Safe
987,4,144,No,0,Yes,High Risk,19,Long Tenure,20,10,2,7,1,3,3,Travel_Frequently,2,4,3,Safe
990,1,23,No,0,No,Low Risk,7,Mid Tenure,12,7,0,7,4,3,3,Non-Travel,2,3,0,Safe
991,2,33,Yes,1,Yes,High Risk,3,Mid Tenure,4,2,1,2,0,0,4,Non-Travel,1,2,8,Flight Risk
992,6,10,No,0,No,Low Risk,10,Long Tenure,10,8,6,0,1,2,3,Non-Travel,4,3,1,Safe
994,2,105,Yes,1,Yes,High Risk,0,New Employee,3,0,0,0,6,5,4,Travel_Rarely,1,2,5,At Risk
995,2,114,No,0,No,Low Risk,3,Mid Tenure,5,2,0,2,3,4,3,Travel_Rarely,1,3,2,Safe
996,3,40,No,0,No,Low Risk,5,Mid Tenure,8,3,0,2,3,2,3,Travel_Rarely,1,3,2,Safe
997,8,6,No,0,No,Low Risk,5,Mid Tenure,32,4,1,3,9,1,4,Travel_Rarely,4,3,0,Safe
998,5,88,No,0,Yes,High Risk,6,Mid Tenure,6,5,1,2,1,2,3,Travel_Frequently,2,4,6,At Risk
999,8,164,No,0,No,Low Risk,18,Long Tenure,21,16,0,11,2,2,3,Travel_Frequently,5,3,3,Safe
1001,3,53,No,0,No,Low Risk,2,New Employee,4,2,2,2,9,2,3,Travel_Rarely,1,3,2,Safe
1002,3,105,No,0,Yes,High Risk,9,Long Tenure,9,8,0,8,1,2,3,Non-Travel,2,3,3,Safe
1003,1,18,No,0,Yes,High Risk,9,Long Tenure,9,0,0,7,1,0,3,Travel_Rarely,2,3,3,Safe
1004,2,122,Yes,1,Yes,High Risk,5,Mid Tenure,7,2,0,1,4,2,3,Travel_Rarely,1,3,8,Flight Risk
1005,4,10,No,0,Yes,High Risk,12,Long Tenure,22,11,1,5,3,2,3,Travel_Rarely,4,3,3,Safe
1006,2,8,No,0,No,Low Risk,2,New Employee,3,1,0,2,0,0,3,Travel_Frequently,1,3,2,Safe
1007,4,3,No,0,No,Low Risk,8,Long Tenure,13,7,0,7,6,3,3,Travel_Rarely,3,3,0,Safe
1009,4,3,No,0,No,Low Risk,4,Mid Tenure,5,2,3,2,1,6,3,Travel_Rarely,2,2,1,Safe
1010,3,184,Yes,1,Yes,High Risk,4,Mid Tenure,5,2,0,2,1,2,4,Travel_Rarely,1,2,3,Safe
1011,4,44,No,0,No,Low Risk,4,Mid Tenure,4,3,0,3,1,1,3,Travel_Frequently,2,3,0,Safe
1012,2,60,No,0,No,Low Risk,0,New Employee,0,0,0,0,1,2,3,Non-Travel,1,3,3,Safe
1013,4,83,No,0,No,Low Risk,10,Long Tenure,22,7,0,8,8,2,3,Travel_Rarely,3,3,0,Safe
1014,5,42,No,0,Yes,High Risk,16,Long Tenure,16,10,10,1,1,3,3,Travel_Rarely,3,3,4,At Risk
1015,8,43,No,0,Yes,High Risk,8,Long Tenure,9,7,1,7,0,4,3,Travel_Rarely,3,4,6,At Risk
1016,2,185,Yes,1,Yes,High Risk,1,New Employee,1,0,0,0,1,2,3,Travel_Rarely,1,2,9,Flight Risk
1017,3,39,Yes,1,No,Low Risk,3,Mid Tenure,4,2,1,2,0,3,3,Travel_Frequently,1,3,5,At Risk
1018,4,62,No,0,No,Low Risk,8,Long Tenure,8,7,1,3,1,2,3,Travel_Rarely,2,4,0,Safe
1019,3,108,No,0,No,Low Risk,4,Mid Tenure,4,3,1,1,1,3,3,Travel_Rarely,1,1,6,At Risk
1022,5,41,No,0,No,Low Risk,2,New Employee,19,2,2,2,2,0,3,Travel_Rarely,2,2,0,Safe
1024,5,13,No,0,No,Low Risk,15,Long Tenure,27,11,4,8,7,3,3,Travel_Rarely,3,2,1,Safe
1025,4,3,No,0,No,Low Risk,2,New Employee,8,2,2,1,6,6,3,Travel_Rarely,2,3,0,Safe
1026,4,18,No,0,No,Low Risk,21,Long Tenure,21,6,11,8,1,3,3,Travel_Rarely,4,2,1,Safe
1027,4,48,No,0,No,Low Risk,3,Mid Tenure,4,2,2,2,0,2,3,Travel_Rarely,2,3,0,Safe
1028,3,28,No,0,No,Low Risk,3,Mid Tenure,3,2,1,2,1,4,4,Travel_Rarely,1,3,0,Safe
1029,6,143,No,0,No,Low Risk,1,New Employee,21,0,0,0,6,3,3,Travel_Rarely,5,3,0,Safe
1030,3,48,No,0,No,Low Risk,1,New Employee,8,0,0,0,4,5,3,Travel_Rarely,1,3,2,Safe
1032,4,63,No,0,Yes,High Risk,5,Mid Tenure,30,3,4,3,3,4,3,Travel_Rarely,4,2,4,At Risk
1033,5,186,Yes,1,No,Low Risk,1,New Employee,15,0,0,0,5,2,3,Travel_Rarely,2,1,3,Safe
1034,5,2,No,0,Yes,High Risk,8,Long Tenure,17,7,6,7,3,3,3,Travel_Frequently,2,3,4,At Risk
1035,8,146,No,0,No,Low Risk,21,Long Tenure,21,16,5,10,1,3,4,Non-Travel,5,1,1,Safe
1036,1,12,No,0,Yes,High Risk,1,New Employee,19,0,0,0,8,1,3,Travel_Rarely,2,3,3,Safe
1037,1,126,Yes,1,No,Low Risk,2,New Employee,7,2,2,2,8,6,3,Non-Travel,2,1,0,Safe
1038,6,23,Yes,1,No,Low Risk,32,Long Tenure,33,14,6,9,1,3,3,Travel_Rarely,5,1,1,Safe
1039,1,18,No,0,Yes,High Risk,12,Long Tenure,23,11,11,11,3,2,3,Travel_Rarely,4,4,4,At Risk
1040,1,26,No,0,No,Low Risk,18,Long Tenure,19,7,0,13,0,3,3,Non-Travel,2,3,0,Safe
1042,3,44,Yes,1,No,Low Risk,17,Long Tenure,18,13,15,14,1,1,3,Travel_Rarely,1,4,3,Safe
1043,4,105,No,0,Yes,High Risk,21,Long Tenure,21,6,2,8,1,2,3,Travel_Frequently,3,3,3,Safe
1044,7,112,No,0,No,Low Risk,2,New Employee,3,2,2,2,0,2,3,Non-Travel,1,2,2,Safe
1045,6,157,No,0,No,Low Risk,9,Long Tenure,26,3,1,1,3,4,3,Travel_Rarely,4,3,0,Safe
1046,3,3,No,0,No,Low Risk,8,Long Tenure,10,7,7,7,9,2,3,Non-Travel,1,3,1,Safe
1047,1,112,No,0,No,Low Risk,15,Long Tenure,16,1,0,9,0,2,3,Travel_Rarely,2,4,0,Safe
1048,6,187,No,0,Yes,High Risk,6,Mid Tenure,14,4,0,4,3,1,3,Travel_Rarely,3,3,3,Safe
1049,10,39,No,0,No,Low Risk,6,Mid Tenure,6,3,0,4,1,3,3,Travel_Rarely,1,3,5,At Risk
1050,1,88,No,0,No,Low Risk,15,Long Tenure,30,7,6,12,2,2,3,Travel_Frequently,3,2,4,At Risk
1052,3,188,Yes,1,No,Low Risk,1,New Employee,9,0,0,0,7,3,3,Travel_Rarely,2,3,3,Safe
1053,2,174,Yes,1,Yes,High Risk,3,Mid Tenure,6,2,1,2,6,2,3,Travel_Frequently,1,3,8,Flight Risk
1055,7,76,No,0,Yes,High Risk,1,New Employee,1,1,0,0,1,2,3,Travel_Rarely,1,3,5,At Risk
1056,7,133,No,0,No,Low Risk,1,New Employee,1,0,0,0,1,5,4,Travel_Rarely,1,3,2,Safe
1060,2,98,No,0,No,Low Risk,2,New Employee,8,2,2,2,3,2,3,Travel_Frequently,1,3,2,Safe
1061,8,49,No,0,Yes,High Risk,8,Long Tenure,29,1,7,7,2,2,3,Travel_Rarely,5,3,4,At Risk
1062,5,113,No,0,No,Low Risk,4,Mid Tenure,8,3,0,1,3,3,3,Travel_Rarely,2,3,0,Safe
1066,1,189,No,0,No,Low Risk,7,Mid Tenure,8,7,7,5,1,3,3,Travel_Rarely,2,3,4,At Risk
1068,2,30,No,0,No,Low Risk,5,Mid Tenure,5,3,1,3,1,5,3,Travel_Frequently,1,2,2,Safe
1069,8,40,No,0,No,Low Risk,2,New Employee,23,2,2,2,9,0,3,Travel_Rarely,5,3,0,Safe
1070,1,13,No,0,No,Low Risk,9,Long Tenure,13,4,7,0,6,4,3,Travel_Rarely,3,2,1,Safe
1071,2,122,No,0,No,Low Risk,5,Mid Tenure,18,4,0,3,2,4,3,Travel_Frequently,1,3,5,At Risk
1073,4,16,No,0,No,Low Risk,14,Long Tenure,15,8,7,8,0,2,3,Travel_Rarely,3,2,1,Safe
1074,9,190,No,0,No,Low Risk,9,Long Tenure,31,7,6,2,7,3,3,Non-Travel,4,2,4,At Risk
1076,1,34,No,0,No,Low Risk,1,New Employee,18,0,0,0,5,5,3,Travel_Rarely,3,2,0,Safe
1077,7,62,Yes,1,Yes,High Risk,2,New Employee,2,2,0,2,1,3,3,Travel_Frequently,1,3,6,At Risk
1079,3,7,Yes,1,No,Low Risk,1,New Employee,1,0,1,0,1,6,3,Travel_Rarely,1,2,6,At Risk
1080,2,185,No,0,Yes,High Risk,16,Long Tenure,19,13,1,7,8,2,4,Travel_Rarely,2,2,6,At Risk
1081,2,47,Yes,1,Yes,High Risk,10,Long Tenure,18,0,2,7,9,2,3,Travel_Rarely,1,3,5,At Risk
1082,5,108,Yes,1,No,Low Risk,10,Long Tenure,10,7,1,9,1,2,3,Non-Travel,3,2,3,Safe
1083,3,136,No,0,No,Low Risk,5,Mid Tenure,6,3,1,3,1,2,3,Travel_Rarely,1,2,3,Safe
1084,4,67,No,0,No,Low Risk,6,Mid Tenure,7,2,0,2,0,1,3,Travel_Rarely,2,3,0,Safe
1085,2,38,No,0,No,Low Risk,10,Long Tenure,10,6,0,8,1,3,3,Travel_Rarely,1,4,2,Safe
1088,5,191,No,0,No,Low Risk,19,Long Tenure,20,9,1,9,0,4,3,Travel_Rarely,3,2,0,Safe
1092,5,23,No,0,No,Low Risk,11,Long Tenure,14,10,11,1,4,6,4,Travel_Rarely,3,3,1,Safe
1094,3,41,No,0,No,Low Risk,3,Mid Tenure,3,2,1,2,1,4,3,Non-Travel,1,1,0,Safe
1096,4,133,No,0,No,Low Risk,3,Mid Tenure,23,2,1,2,3,4,3,Travel_Frequently,3,3,0,Safe
1097,2,169,No,0,No,Low Risk,8,Long Tenure,10,7,1,7,3,4,3,Travel_Rarely,2,3,0,Safe
1098,10,126,Yes,1,No,Low Risk,20,Long Tenure,24,6,3,6,9,1,3,Travel_Rarely,3,2,0,Safe
1099,5,18,No,0,No,Low Risk,3,Mid Tenure,9,2,1,2,4,2,3,Travel_Rarely,3,2,0,Safe
1100,1,185,Yes,1,Yes,High Risk,8,Long Tenure,9,7,4,7,0,2,4,Travel_Rarely,3,3,7,Flight Risk
1101,2,122,Yes,1,No,Low Risk,13,Long Tenure,14,7,3,8,1,4,4,Travel_Frequently,2,2,3,Safe
1102,3,11,No,0,No,Low Risk,4,Mid Tenure,4,2,2,2,1,5,3,Travel_Rarely,1,3,2,Safe
1103,5,138,No,0,No,Low Risk,6,Mid Tenure,7,2,0,4,0,1,3,Travel_Frequently,2,3,0,Safe
1105,1,18,No,0,Yes,High Risk,1,New Employee,8,0,0,0,2,5,3,Travel_Rarely,2,2,3,Safe
1106,3,157,Yes,1,Yes,High Risk,7,Mid Tenure,7,7,5,6,1,3,3,Travel_Rarely,1,3,5,At Risk
1107,3,36,Yes,1,No,Low Risk,1,New Employee,1,1,0,0,1,0,4,Travel_Rarely,1,3,2,Safe
1108,2,125,Yes,1,Yes,High Risk,2,New Employee,5,2,2,2,4,0,4,Travel_Rarely,1,2,8,Flight Risk
1109,9,35,No,0,No,Low Risk,22,Long Tenure,23,6,13,7,0,3,3,Travel_Rarely,4,3,1,Safe
1111,3,192,Yes,1,No,Low Risk,1,New Employee,1,0,0,0,1,2,3,Travel_Frequently,1,2,5,At Risk
1113,1,10,Yes,1,Yes,High Risk,0,New Employee,5,0,0,0,3,4,3,Travel_Frequently,2,3,3,Safe
1114,1,106,No,0,No,Low Risk,3,Mid Tenure,4,2,0,2,0,3,3,Travel_Frequently,2,3,0,Safe
1115,2,20,No,0,No,Low Risk,0,New Employee,6,0,0,0,3,2,3,Non-Travel,1,2,2,Safe
1116,9,138,No,0,No,Low Risk,5,Mid Tenure,27,4,2,1,2,3,4,Non-Travel,4,4,0,Safe
1117,1,37,No,0,No,Low Risk,15,Long Tenure,15,10,4,12,1,2,3,Non-Travel,2,2,1,Safe
1118,5,58,No,0,No,Low Risk,8,Long Tenure,18,6,4,0,7,4,3,Travel_Rarely,3,3,1,Safe
1119,1,13,No,0,Yes,High Risk,8,Long Tenure,9,7,2,7,0,2,3,Travel_Rarely,3,2,3,Safe
1120,2,63,No,0,No,Low Risk,7,Mid Tenure,11,5,1,7,4,1,4,Travel_Rarely,1,3,2,Safe
1121,4,193,No,0,No,Low Risk,9,Long Tenure,10,7,1,7,0,3,3,Travel_Rarely,3,3,0,Safe
1124,6,41,No,0,No,Low Risk,12,Long Tenure,23,9,4,9,3,3,3,Travel_Rarely,4,3,1,Safe
1125,1,106,No,0,No,Low Risk,1,New Employee,10,0,0,0,7,2,3,Travel_Rarely,3,3,0,Safe
1126,4,44,No,0,No,Low Risk,8,Long Tenure,18,7,0,1,8,1,3,Travel_Frequently,3,3,0,Safe
1127,5,23,Yes,1,No,Low Risk,18,Long Tenure,21,7,11,5,7,4,3,Travel_Frequently,4,3,1,Safe
1128,8,118,No,0,No,Low Risk,20,Long Tenure,21,7,4,9,1,2,3,Travel_Rarely,5,2,1,Safe
1131,2,175,No,0,Yes,High Risk,2,New Employee,2,2,2,2,1,6,3,Travel_Rarely,1,2,6,At Risk
1132,3,82,No,0,No,Low Risk,5,Mid Tenure,9,4,0,3,9,2,3,Non-Travel,2,3,0,Safe
1133,4,79,No,0,No,Low Risk,11,Long Tenure,18,9,0,9,2,0,4,Non-Travel,2,3,3,Safe
1135,7,63,No,0,No,Low Risk,2,New Employee,3,2,2,2,0,4,3,Travel_Frequently,1,4,2,Safe
1136,2,186,No,0,No,Low Risk,5,Mid Tenure,6,3,0,4,0,2,3,Travel_Rarely,1,2,5,At Risk
1137,1,40,No,0,No,Low Risk,5,Mid Tenure,5,2,0,2,1,3,3,Travel_Frequently,2,3,0,Safe
1138,1,133,No,0,No,Low Risk,9,Long Tenure,22,8,2,3,6,3,3,Travel_Rarely,4,2,0,Safe
1140,4,29,No,0,No,Low Risk,3,Mid Tenure,5,2,0,2,2,3,3,Travel_Frequently,2,3,0,Safe
1143,2,107,No,0,No,Low Risk,7,Mid Tenure,8,5,1,1,0,2,3,Travel_Frequently,1,3,2,Safe
1148,3,114,No,0,No,Low Risk,1,New Employee,16,0,0,0,4,3,3,Travel_Rarely,2,1,0,Safe
1150,4,102,No,0,Yes,High Risk,10,Long Tenure,10,7,1,2,1,2,3,Travel_Rarely,2,2,3,Safe
1152,10,169,No,0,No,Low Risk,7,Mid Tenure,7,6,5,0,1,2,3,Travel_Rarely,1,4,3,Safe
1154,2,76,No,0,Yes,High Risk,3,Mid Tenure,3,1,0,2,1,2,3,Travel_Frequently,1,2,5,At Risk
1156,3,76,Yes,1,No,Low Risk,0,New Employee,0,0,0,0,1,0,3,Non-Travel,1,3,3,Safe
1157,1,136,Yes,1,Yes,High Risk,5,Mid Tenure,6,2,0,3,0,3,3,Travel_Rarely,2,3,6,At Risk
1158,3,114,No,0,Yes,High Risk,1,New Employee,6,0,0,0,3,4,3,Travel_Rarely,1,3,3,Safe
1160,3,42,Yes,1,No,Low Risk,2,New Employee,2,2,2,2,1,5,3,Travel_Frequently,1,3,2,Safe
1161,5,34,No,0,No,Low Risk,6,Mid Tenure,9,2,1,3,7,2,3,Travel_Rarely,2,2,0,Safe
1162,2,4,No,0,No,Low Risk,4,Mid Tenure,4,2,2,2,1,0,3,Travel_Rarely,1,2,2,Safe
1163,1,167,No,0,No,Low Risk,6,Mid Tenure,6,5,1,3,1,3,4,Travel_Rarely,2,3,3,Safe
1164,10,194,No,0,No,Low Risk,5,Mid Tenure,6,4,1,4,1,2,3,Travel_Rarely,1,3,0,Safe
1165,1,163,Yes,1,No,Low Risk,11,Long Tenure,11,8,3,10,1,3,3,Travel_Rarely,3,2,3,Safe
1166,8,195,No,0,No,Low Risk,18,Long Tenure,20,7,2,13,9,3,3,Travel_Frequently,3,3,0,Safe
1167,1,189,Yes,1,Yes,High Risk,21,Long Tenure,22,9,13,14,0,2,3,Travel_Frequently,4,3,7,Flight Risk
1171,1,32,No,0,No,Low Risk,6,Mid Tenure,9,4,1,5,7,3,3,Travel_Rarely,2,3,0,Safe
1172,3,3,No,0,No,Low Risk,8,Long Tenure,10,0,1,7,6,2,3,Travel_Rarely,1,2,2,Safe
1173,3,103,No,0,No,Low Risk,4,Mid Tenure,6,3,1,2,8,2,4,Travel_Rarely,1,3,1,Safe
1175,3,170,Yes,1,Yes,High Risk,1,New Employee,1,1,0,0,1,4,3,Travel_Rarely,1,3,5,At Risk
1177,3,48,No,0,No,Low Risk,8,Long Tenure,8,7,0,7,1,2,4,Travel_Rarely,1,4,0,Safe
1179,1,98,No,0,No,Low Risk,10,Long Tenure,10,3,1,4,1,3,3,Travel_Rarely,2,2,0,Safe
1180,2,65,No,0,Yes,High Risk,1,New Employee,16,1,0,0,3,3,3,Travel_Frequently,2,2,3,Safe
1182,4,123,No,0,No,Low Risk,7,Mid Tenure,15,7,6,4,2,2,3,Travel_Rarely,3,2,1,Safe
1184,5,105,No,0,No,Low Risk,13,Long Tenure,14,9,4,9,0,3,4,Travel_Frequently,2,2,1,Safe
1185,3,157,No,0,No,Low Risk,2,New Employee,2,2,2,2,1,2,3,Travel_Frequently,1,2,2,Safe
1188,1,188,Yes,1,No,Low Risk,4,Mid Tenure,7,3,1,3,8,2,3,Travel_Rarely,2,1,3,Safe
1190,7,44,No,0,No,Low Risk,1,New Employee,1,0,0,0,1,3,3,Non-Travel,1,3,2,Safe
1191,9,35,No,0,No,Low Risk,5,Mid Tenure,28,2,4,2,4,2,3,Travel_Rarely,5,3,1,Safe
1192,3,114,No,0,No,Low Risk,10,Long Tenure,10,8,0,8,1,5,3,Travel_Rarely,1,3,2,Safe
1193,2,44,No,0,No,Low Risk,1,New Employee,1,1,0,0,1,4,4,Travel_Rarely,1,3,3,Safe
1195,2,36,No,0,Yes,High Risk,3,Mid Tenure,7,2,0,2,4,2,3,Travel_Rarely,1,3,3,Safe
1196,4,16,No,0,No,Low Risk,14,Long Tenure,14,8,3,11,1,2,3,Travel_Rarely,2,2,0,Safe
1198,3,69,No,0,No,Low Risk,2,New Employee,2,2,1,2,1,2,3,Travel_Rarely,1,2,6,At Risk
1200,2,83,Yes,1,Yes,High Risk,6,Mid Tenure,6,4,0,2,1,4,3,Travel_Rarely,1,3,5,At Risk
1201,9,3,No,0,No,Low Risk,7,Mid Tenure,26,7,4,7,3,6,3,Travel_Rarely,5,3,1,Safe
1202,2,28,No,0,Yes,High Risk,5,Mid Tenure,6,4,1,3,0,2,3,Travel_Rarely,1,1,5,At Risk
1203,2,127,Yes,1,Yes,High Risk,0,New Employee,1,0,0,0,0,5,3,Travel_Frequently,1,2,6,At Risk
1204,6,33,No,0,No,Low Risk,26,Long Tenure,28,15,15,9,8,2,4,Travel_Rarely,4,3,4,At Risk
1206,2,10,No,0,No,Low Risk,0,New Employee,6,0,0,0,2,3,3,Non-Travel,1,1,2,Safe
1207,10,37,No,0,No,Low Risk,5,Mid Tenure,5,4,1,4,1,2,3,Travel_Rarely,1,3,0,Safe
1210,2,196,Yes,1,No,Low Risk,1,New Employee,5,0,0,0,6,2,3,Non-Travel,1,2,5,At Risk
1211,1,44,No,0,No,Low Risk,4,Mid Tenure,8,3,0,3,8,3,3,Travel_Rarely,2,3,0,Safe
1212,1,58,No,0,No,Low Risk,0,New Employee,5,0,0,0,5,2,3,Travel_Frequently,2,3,0,Safe
1215,9,105,No,0,No,Low Risk,2,New Employee,32,2,2,2,2,3,4,Travel_Frequently,4,3,0,Safe
1216,3,105,No,0,No,Low Risk,6,Mid Tenure,6,5,3,3,1,2,3,Travel_Rarely,1,2,2,Safe
1217,8,141,No,0,No,Low Risk,4,Mid Tenure,25,2,0,3,5,2,3,Travel_Rarely,5,3,0,Safe
1218,1,73,No,0,Yes,High Risk,7,Mid Tenure,15,7,1,7,3,2,3,Travel_Rarely,2,3,3,Safe
1219,3,197,Yes,1,No,Low Risk,1,New Employee,1,0,0,0,1,3,3,Travel_Rarely,1,3,3,Safe
1220,1,167,No,0,No,Low Risk,10,Long Tenure,10,7,0,1,1,3,3,Travel_Frequently,2,3,3,Safe
1221,3,83,No,0,No,Low Risk,7,Mid Tenure,7,7,1,7,1,4,3,Travel_Rarely,1,1,2,Safe
1224,3,191,No,0,No,Low Risk,10,Long Tenure,10,7,8,9,1,4,3,Travel_Rarely,2,3,3,Safe
1225,2,62,No,0,No,Low Risk,20,Long Tenure,20,11,13,17,1,3,4,Travel_Rarely,2,3,1,Safe
1226,7,20,No,0,No,Low Risk,2,New Employee,2,1,2,2,1,2,3,Travel_Rarely,1,4,3,Safe
1228,4,6,No,0,No,Low Risk,6,Mid Tenure,12,3,1,4,2,3,3,Travel_Rarely,2,3,0,Safe
1231,10,172,No,0,No,Low Risk,4,Mid Tenure,10,3,0,3,7,3,3,Non-Travel,2,4,3,Safe
1233,1,55,No,0,Yes,High Risk,11,Long Tenure,12,7,1,9,0,3,3,Travel_Rarely,2,4,3,Safe
1234,3,78,No,0,No,Low Risk,2,New Employee,2,2,2,2,1,2,4,Travel_Frequently,1,2,2,Safe
1235,2,10,No,0,Yes,High Risk,8,Long Tenure,10,7,0,7,4,2,3,Travel_Frequently,2,3,3,Safe
1237,4,44,No,0,Yes,High Risk,7,Mid Tenure,17,7,7,7,2,2,4,Travel_Rarely,3,1,4,At Risk
1238,2,48,No,0,No,Low Risk,14,Long Tenure,15,10,4,10,0,5,3,Travel_Rarely,1,3,3,Safe
1239,1,198,No,0,No,Low Risk,5,Mid Tenure,7,1,1,3,7,2,3,Travel_Rarely,2,2,3,Safe
1240,1,127,No,0,No,Low Risk,4,Mid Tenure,5,3,1,1,0,4,3,Travel_Rarely,2,3,1,Safe
1241,2,141,No,0,Yes,High Risk,11,Long Tenure,12,9,5,7,0,2,4,Travel_Rarely,1,3,6,At Risk
1242,8,130,No,0,Yes,High Risk,1,New Employee,20,0,0,0,3,6,3,Travel_Frequently,3,3,6,At Risk
1243,1,86,No,0,Yes,High Risk,13,Long Tenure,16,2,4,12,4,6,3,Non-Travel,3,2,4,At Risk
1244,2,50,No,0,Yes,High Risk,9,Long Tenure,9,7,6,8,1,3,3,Travel_Rarely,1,3,9,Flight Risk
1245,4,199,No,0,No,Low Risk,5,Mid Tenure,33,4,1,4,7,2,3,Travel_Frequently,3,3,0,Safe
1246,2,23,No,0,No,Low Risk,10,Long Tenure,10,5,7,7,1,5,3,Travel_Rarely,1,4,3,Safe
1248,2,200,Yes,1,Yes,High Risk,1,New Employee,1,1,0,0,1,2,4,Non-Travel,1,2,9,Flight Risk
1249,2,79,No,0,No,Low Risk,3,Mid Tenure,3,2,1,2,1,5,3,Travel_Rarely,1,3,3,Safe
1250,8,31,No,0,No,Low Risk,10,Long Tenure,36,9,0,9,3,2,3,Travel_Rarely,4,3,0,Safe
1251,5,149,No,0,Yes,High Risk,6,Mid Tenure,6,5,0,1,1,2,3,Travel_Rarely,2,3,3,Safe
1252,5,19,No,0,No,Low Risk,10,Long Tenure,10,9,1,8,1,2,3,Travel_Rarely,2,2,3,Safe
1254,1,20,No,0,No,Low Risk,6,Mid Tenure,13,1,0,5,5,2,3,Travel_Rarely,2,2,0,Safe
1255,8,127,No,0,No,Low Risk,8,Long Tenure,25,7,0,7,3,2,3,Travel_Rarely,5,1,0,Safe
1256,9,47,No,0,No,Low Risk,1,New Employee,23,0,0,0,2,2,3,Travel_Rarely,5,2,0,Safe
1257,2,82,No,0,No,Low Risk,11,Long Tenure,12,10,0,7,1,2,3,Travel_Frequently,1,3,0,Safe
1258,3,100,No,0,No,Low Risk,1,New Employee,7,0,0,0,5,4,3,Travel_Rarely,1,4,2,Safe
1259,2,122,No,0,No,Low Risk,5,Mid Tenure,5,3,0,3,1,2,3,Travel_Rarely,1,3,5,At Risk
1260,5,127,No,0,Yes,High Risk,6,Mid Tenure,6,0,1,0,1,2,3,Travel_Rarely,2,3,3,Safe
